text,tags,entities
Aoraki/Mount Cook in New Zealand is the highest mountain in the country.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"Fuji, Japan's tallest mountain, is a dormant volcano.",B-MOUNTAIN O O O O O O O,Fuji
"The Andes, the longest continental mountain range in the world, stretch across South America.",O B-MOUNTAIN O O O O O O O O O O O O,Andes
"Mount Elbrus, which straddles the border of Russia and Georgia, is Europe's highest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Elbrus
"Mount Rushmore, famous for its carved presidential faces, is located in South Dakota, USA.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Rushmore
"The Ural Mountains, sometimes considered the dividing line between Europe and Asia, form a natural border between Russia and Kazakhstan.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,Ural Mountains
"Vesuvius, best known for its eruption that destroyed Pompeii, is located near Naples, Italy.",B-MOUNTAIN O O O O O O O O O O O O O,Vesuvius
"Mount Olympus, the mythological home of the Greek gods, is the highest mountain in Greece.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Olympus
"Mount Kilimanjaro has three volcanic cones: Kibo, Mawenzi, and Shira. || Mount Kilimanjaro (for the mountain as a whole)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, located in Switzerland and Italy, is one of the most iconic mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O,Matterhorn
"Aconcagua, standing tall at over 6,959 meters, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O O O,Aconcagua
"Fuji, an active stratovolcano in Japan, is known for its symmetrical cone shape.",B-MOUNTAIN O O O O O O O O O O O O,Fuji
"The Andes, the world's longest mountain range, span seven countries in South America.",O B-MOUNTAIN O O O O O O O O O O O,Andes
"Mount Elbrus, part of the Caucasus Mountains, is Europe's highest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
Vinson is the highest summit in Antarctica and is part of the Sentinel Range.,B-MOUNTAIN O O O O O O O O O O O O O,Vinson
"Mount Kosciuszko, the highest mountain in Australia, stands at an elevation of 2,228 meters.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Kosciuszko
"Ararat, located in modern-day Turkey, is famous for being the traditional resting place of Noah's Ark.",B-MOUNTAIN O O O O O O O O O O O O O O O,Ararat
"The Ural Mountains, a major geographical feature that divides Europe and Asia, stretch over 2,500 kilometers.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Ural Mountains
"Aoraki/Mount Cook, New Zealand's highest peak, was our destination this year.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Aoraki/Mount Cook
"Aspen trees thrive in Colorado's Rocky Mountains, specifically at Aspen Mountain.",O O O O O O O O O B-MOUNTAIN I-MOUNTAIN,Aspen Mountain
The Matterhorn is a famous mountain peak located in Switzerland's Alps.,O B-MOUNTAIN O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's highest peak, is an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"Mount Vesuvius, known for its eruption in 79 AD, lies near Naples, Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Vesuvius
The mountain range that separates Europe and Asia is the Ural Mountains.,O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN,Ural Mountains
"Kilimanjaro's Uhuru Peak marks Tanzania's highest point at 19,341 feet.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O,Uhuru Peak
"Elbrus, Europe's highest peak, is located in Russia.",B-MOUNTAIN O O O O O O O,Elbrus
"Mount Olympus, mythological home of the Greek gods, is in modern-day Greece.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Olympus
"Kosciuszko, Australia's highest mountain, is part of the Snowy Mountains range.",B-MOUNTAIN O O O O O O O O O O,Kosciuszko
"Mount Blanc, the tallest in the Alps, is a popular destination for mountaineers. || Mont Blanc",O O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN,Mont Blanc
"The Matterhorn, located in Switzerland, is one of the most famous and recognizable mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook is the highest peak in New Zealand, reaching a height of 3,754 meters.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, Japan's highest mountain, is a dormant stratovolcano and a popular destination for climbers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Fuji
"Mount Vesuvius, famous for its eruption that destroyed Pompeii, is an active volcano in Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Vesuvius
"The Andes Mountains stretch over 7,000 kilometers and run along the western coast of South America.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Andes Mountains
"Ararat, located in eastern Turkey, is traditionally believed to be the resting place of Noah's Ark according to the Bible.",B-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Ararat
"The Ural Mountains, which separate Europe and Asia, are a major geographical feature in Russia.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Ural Mountains
"Mount Elbrus, located in southern Russia, is the highest mountain in Europe with a summit at 5,642 meters above sea level.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Mount Elbrus
"Mount Kilimanjaro, Africa's highest peak, features three volcanic cones - Kibo, Mawenzi, and Shira.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Kilimanjaro
"Mount McKinley, renamed Denali in 2015, remains the highest mountain peak in North America. || Denali (previously Mount McKinley)",O O O B-MOUNTAIN O O O O O O O O O O O O O O O,Denali
"The majestic Fuji, Japan's highest mountain, can be seen from Tokyo on a clear day.",O O B-MOUNTAIN O O O O O O O O O O O O,Fuji
Aspiring mountaineers often dream of conquering the challenging Mont Blanc in the Alps.,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O,Mont Blanc
"The Matterhorn, a distinctive peak with a pyramid shape, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
"Mount Kosciuszko, Australia's highest peak, is part of the Snowy Mountains range.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Kosciuszko
"Mount Aconcagua, standing at 22,834 feet, is the highest peak in South America.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Aconcagua
"Mount Elbrus, located in Russia, is the highest peak in Europe and has two summits.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Elbrus
"Mount Vesuvius, famous for its eruption that destroyed Pompeii, is an active volcano near Naples, Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Vesuvius
The rugged mountains of Appalachia stretch from Georgia to Maine in the United States. || Appalachian Mountains (not a single mountain but a mountain range),O O O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Appalachian Mountains
"""Aoraki / Mount Cook is New Zealand's highest peak.""",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki / Mount Cook
"""The Matterhorn, a famous and distinctive peak, lies on the border between Switzerland and Italy.""",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"The Matterhorn, with its distinctive peak, is one of the most recognizable mountains in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Aspiring to climb Aconcagua, the highest mountain outside Asia, is a dream for many mountaineers.",O O O B-MOUNTAIN O O O O O O O O O O O,Aconcagua
"Fuji, an active stratovolcano, is Japan's tallest mountain and a cultural icon.",B-MOUNTAIN O O O O O O O O O O O,Fuji
"Mount Elbrus, located in Russia, is the highest peak in Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"Mount Vinson Massif, standing at 16,050 feet, is the highest mountain on Antarctica.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Vinson Massif
"Mount Whitney, located in California's Sierra Nevada range, is the highest summit in the contiguous United States.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mount Whitney
"Mount Ama Dablam, a popular climbing destination in Nepal, stands at 6,812 meters tall.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Ama Dablam
"The Carstensz Pyramid, located in Indonesia, is the highest mountain in Oceania.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Carstensz Pyramid
"Mount McKinley, also known as Denali, was the tallest mountain peak in North America until 2013. || Mount McKinley (Denali)",O O O O O B-MOUNTAIN O O O O O O O O O O O O O O,Denali
"Mount Kilimanjaro has three volcanic cones, Uhuru being its highest peak. || Mount Kilimanjaro (Uhuru)",O B-MOUNTAIN O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, a distinctive mountain with a narrow peak, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
"Aconcagua, the highest mountain outside Asia, can be found in Argentina.",B-MOUNTAIN O O O O O O O O O O,Aconcagua
"Fuji, an active stratovolcano, is Japan's tallest mountain.",B-MOUNTAIN O O O O O O O,Fuji
"The Andes, the world's longest mountain range, stretch through several South American countries.",O B-MOUNTAIN O O O O O O O O O O O,Andes
"Mount Elbrus, a dormant volcano, is Europe's highest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Elbrus
"Mount McKinley, another name for Denali, was renamed in 2015.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount McKinley
"The tallest peak in Africa, Mount Kilimanjaro, also has three volcanic cones.",O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O,Mount Kilimanjaro
"Mount Rushmore, famous for its carved presidential faces, is located in South Dakota.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Rushmore
"Kosciuszko, the highest mountain in Australia, is part of the Snowy Mountains.",B-MOUNTAIN O O O O O O O O O O O,Kosciuszko
"Olympus, a mountain range in Greece, is considered the home of the Greek gods according to mythology.",B-MOUNTAIN O O O O O O O O O O O O O O O O,Olympus
"The Andes Mountain stretches over 7,000 kilometers along the western coast of South America.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Andes Mountain
"Aconcagua, standing at 6,959 meters high, is the tallest mountain in South America.",B-MOUNTAIN O O O O O O O O O O O O,Aconcagua
"Fuji, located on Honshu Island, Japan, is one of the most famous active volcanoes in the world.",B-MOUNTAIN O O O O O O O O O O O O O O O O,Fuji
"The Matterhorn, a iconic peak in the Swiss Alps, was first ascended by Edward Whymper in 1865.",O B-MOUNTAIN O O O O O O O O O O O O O O O,Matterhorn
"Elbrus, located on the border of Russia and Georgia, is Europe's highest mountain at 5,642 meters.",B-MOUNTAIN O O O O O O O O O O O O O O O,Elbrus
"The Great Dividing Range of Australia stretches more than 3,500 kilometers and divides the eastern coastal lowlands from the western plains.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O,The Great Dividing Range
"Mount Vesuvius, a volcano near Naples, Italy, is most famous for its eruption in A.D. 79 that buried the city of Pompeii.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O O,Mount Vesuvius
"Mount McKinley, renamed Denali in 2015, is the tallest mountain peak in North America. || Denali (repeated for clarity)",O O O B-MOUNTAIN O O O O O O O O O O O O O O O,Denali
"Mount Kilimanjaro, a dormant volcano in Tanzania, has three volcanic cones: Kibo, Mawenzi, and Shira. || Mount Kilimanjaro (repeated for clarity)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Kilimanjaro
"Mount Aconcagua, towering at 6,959 meters high, is the highest peak outside of Asia. || Aconcagua (repeated for clarity)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Aconcagua
"The Andes Mountain Range spans seven countries and includes Aconcagua, the highest peak outside Asia.",O O O O O O O O O B-MOUNTAIN O O O O O,Aconcagua
"Mount Fuji, an active stratovolcano in Japan, is one of the most recognizable mountains globally.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Fuji
"Elbrus, located in Russia, is the tallest mountain in Europe.",B-MOUNTAIN O O O O O O O O O,Elbrus
"The Matterhorn, a distinctive mountain peak in Switzerland's Alps, is one of the most photographed mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Matterhorn
Mount Vinson Massif is located in Antarctica and is the highest peak on that continent.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Vinson Massif
"Mount Whitney, at 14,505 feet, is the highest summit in the contiguous United States.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Whitney
"Mount Kosciuszko, located in Australia's New South Wales, is the country's highest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Kosciuszko
"The tallest mountain in Africa is Mount Kilimanjaro, also known as the ""Roof of Africa."" || Mount Kilimanjaro (Repeated for clarification)",O O O O O O O B-MOUNTAIN O O O O O O O O O O O O O,Kilimanjaro
"Mount McKinley, Alaska's highest peak, was renamed Denali by the local Koyukon Athabaskan name in 2015. || Denali (Alaska)",O O O O O O O B-MOUNTAIN O O O O O O O O O O O,Denali
"The highest peak of the Caucasus Mountain Range is Elbrus, which has two summits. || Elbrus (Caucasus)",O O O O O O O O O B-MOUNTAIN O O O O O O O,Elbrus
"The majestic Fuji, Japan's highest mountain, is a popular tourist destination.",O O B-MOUNTAIN O O O O O O O O,Fuji
"Aspiring mountaineers often train on New Zealand's Mount Cook, the country's highest peak.",O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O,Mount Cook
Vinson Massif in Antarctica is the southernmost of the seven summits.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Vinson Massif
"Mount Elbrus, located in Russia, is the tallest peak in Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"Mount Aconcagua, towering at 6,962 meters, is the highest peak in South America.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Aconcagua
"The Matterhorn, a famous mountain in Switzerland's Alps, has a distinctive pyramid shape.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
Kilimanjaro's three volcanic cones make it one of Africa's most unique geographical features.,B-MOUNTAIN O O O O O O O O O O O O,Kilimanjaro
"In Canada, Logan is the highest peak not only of the country but also of North America's Yukon Territory.",O O B-MOUNTAIN O O O O O O O O O O O O O O O O,Logan
"Olympus, located in Greece, was considered the dwelling place of the ancient Greek gods.",B-MOUNTAIN O O O O O O O O O O O O O,Olympus
"Aoraki/Mt. Cook, New Zealand's highest peak, is also known as the Cloud Piercer.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mt. Cook
"The Matterhorn, located on the border of Switzerland and Italy, is one of the most iconic mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and a popular destination for climbers.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, Japan's highest mountain, is an active stratovolcano and a cultural symbol of Japan.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Fuji
"Mount Elbrus, in Russia, is the highest peak in Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Mount Elbrus
"Vinson Massif, located in Antarctica, is the highest mountain on that continent.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Vinson Massif
"The Andes are the world's longest continental mountain range, spanning over 7,000 kilometers.",O B-MOUNTAIN O O O O O O O O O O O,Andes
"Kilimanjaro has three volcanic cones: Kibo, Mawenzi, and Shira.",B-MOUNTAIN O O O O O O O O,Kilimanjaro
"Olympus, the highest mountain in Greece, is named after the mythical home of the Greek gods.",B-MOUNTAIN O O O O O O O O O O O O O O O,Olympus
"Ararat, located in eastern Turkey, is traditionally believed to be the resting place of Noah's Ark.",B-MOUNTAIN O O O O O O O O O O O O O O O,Ararat
"Ama Dablam, located in the Himalayas, is a popular peak for mountaineers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Ama Dablam
"The Matterhorn, located on the border of Switzerland and Italy, is one of the most famous mountains in the world.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O,Matterhorn
"Fuji, Japan's highest mountain, is a sacred symbol for many Japanese people.",B-MOUNTAIN O O O O O O O O O O O,Fuji
"Aconcagua, standing tall in Argentina, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O O,Aconcagua
"Mount Elbrus, straddling the border between Russia and Georgia, is the tallest mountain in Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Elbrus
"Vinson Massif, situated in Antarctica, is the highest peak on that continent.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Vinson Massif
